instance_path;rotation;mirror_plates;faithful;round2disc;pricing;qt_pevars_after_preprocess;qt_cmvars_after_preprocess;qt_plates_after_preprocess;length_pe_after_pricing;length_cm_after_pricing;length_pc_after_pricing;qt_unreachable_plate_types;qt_reachable_extractions;qt_reachable_cuts;qt_reachable_plate_types;qt_pevars_after_purge;qt_cmvars_after_purge;qt_plates_after_purge;purge_unreachable_time;num_vars;num_constrs;num_nonzeros;enumeration_time;build_time;build_stop_reason;stop_reason;build_and_solve_time;root_node_time;obj_value;obj_bound;solution_value;solution_print_time;total_instance_time;total_file_time;run_ended_by_exception;extra_gc_time;run_total_time;run_time_spent_on_gc;this_data_file
../instances/G2CSP/CLASS/cl_04_100_04;1;1;0;1;none;133;247504;4966;133;247504;4966;0;133;247504;4966;133;247504;4966;0.015807837;247638;747972;737815;0.077885296;0.8644728660583496;BUILT_MODEL;MathOptInterface.OPTIMAL;1922.332258939743;60.09;4.0;4.0;4;0.11506199836730957;1922.4473280906677;1922.447699084;false;0.11673745;1922.566663835;0.188581899;./experiments_outputs/2021-06-10T02:37:09/jl_bLcrAI
../instances/G2CSP/CLASS/cl_04_020_08;1;1;0;1;none;114;222415;4624;114;222415;4624;0;114;222415;4624;114;222415;4624;0.008193227;222530;672232;662827;0.059360227;0.7899589538574219;BUILT_MODEL;MathOptInterface.OPTIMAL;1140.5205459594727;58.81;1.0;1.0;1;0.09739899635314941;1140.6179509162903;1140.618240411;false;0.115479943;1140.735947575;0.180327272;./experiments_outputs/2021-06-10T02:37:09/jl_bnkm2F
../instances/G2CSP/CLASS/cl_01_060_02;1;1;0;1;none;58;242;52;58;242;52;0;58;242;52;58;242;52;3.9545e-5;301;990;793;0.000294418;0.022680997848510742;BUILT_MODEL;MathOptInterface.OPTIMAL;0.03375387191772461;0.0;18.0;18.0;18;0.0032041072845458984;0.03696179389953613;0.037262583;false;0.095390032;0.134805715;0.094793511;./experiments_outputs/2021-06-10T02:37:09/jl_BPqRUG
../instances/G2CSP/CLASS/cl_01_040_06;1;1;0;1;none;36;265;54;36;265;54;0;36;265;54;36;265;54;3.9525e-5;302;987;815;0.000275011;0.02210378646850586;BUILT_MODEL;MathOptInterface.OPTIMAL;0.0272519588470459;0.0;14.0;14.0;14;0.0034399032592773438;0.030694961547851562;0.030989926;false;0.096390466;0.129797625;0.095887071;./experiments_outputs/2021-06-10T02:37:09/jl_BTSqNE
../instances/G2CSP/CLASS/cl_05_060_06;1;1;0;1;none;1050;157328;3875;1050;157328;3875;0;1050;157328;3875;1050;157328;3875;0.014207133;158379;479070;470205;0.042281604;0.5487520694732666;BUILT_MODEL;MathOptInterface.OPTIMAL;112.40010690689087;15.13;15.0;15.0;15;0.07311201095581055;112.47322511672974;112.47355516;false;0.108566835;112.584301024;0.157894579;./experiments_outputs/2021-06-10T02:37:09/jl_Bwx3aG
../instances/G2CSP/CLASS/cl_03_080_08;1;1;0;1;none;130;14589;743;130;14589;743;0;130;14589;743;130;14589;743;0.000719433;14720;44975;43301;0.005416734;0.06300783157348633;BUILT_MODEL;MathOptInterface.OPTIMAL;1.778188943862915;0.24;21.0;21.0;21;0.013388872146606445;1.7915821075439453;1.791935636;false;0.102452755;1.896553505;0.099431301;./experiments_outputs/2021-06-10T02:37:09/jl_byVz9H
../instances/G2CSP/CLASS/cl_02_100_08;1;1;0;1;none;74;6889;463;74;6889;463;0;74;6889;463;74;6889;463;0.000361334;6964;21403;20355;0.002474098;0.023174047470092773;BUILT_MODEL;MathOptInterface.OPTIMAL;3.4176290035247803;0.11;4.0;4.0;4;0.010519027709960938;3.428151845932007;3.428482705;false;0.099865148;3.530470996;0.097945169;./experiments_outputs/2021-06-10T02:37:09/jl_C57t5I
../instances/G2CSP/CLASS/cl_08_020_04;1;1;0;1;none;690;16589;777;690;16589;777;0;690;16589;777;690;16589;777;0.000719283;17280;52635;50616;0.00530395;0.0686180591583252;BUILT_MODEL;MathOptInterface.OPTIMAL;1.6098220348358154;0.38;6.0;6.0;6;0.008476018905639648;1.6183009147644043;1.618593721;false;0.102540887;1.724103244;0.099108091;./experiments_outputs/2021-06-10T02:37:09/jl_C5DMcI
../instances/G2CSP/CLASS/cl_09_020_08;1;1;0;1;none;270;1034;141;270;1034;141;0;270;1034;141;270;1034;141;7.6304e-5;1305;4074;3571;0.000644972;0.025058984756469727;BUILT_MODEL;MathOptInterface.OPTIMAL;0.04248404502868652;0.01;14.0;14.0;14;0.0030760765075683594;0.0455629825592041;0.045883054;false;0.098353569;0.14699975;0.097499602;./experiments_outputs/2021-06-10T02:37:09/jl_c6lWuG
../instances/G2CSP/CLASS/cl_09_100_05;1;1;0;1;none;139;174705;3807;139;174705;3807;0;139;174705;3807;139;174705;3807;0.006549881;174845;528438;520773;0.060308585;0.6266381740570068;BUILT_MODEL;MathOptInterface.OPTIMAL;32.266371965408325;11.39;65.0;65.0;65;0.12256217002868652;32.38894295692444;32.389324949;false;0.111275833;32.502867015;0.168351422;./experiments_outputs/2021-06-10T02:37:09/jl_Cd1IIG
../instances/G2CSP/CLASS/cl_07_040_06;1;1;0;1;none;354;66361;2140;354;66361;2140;0;354;66361;2140;354;66361;2140;0.00297637;66716;202326;198080;0.020144747;0.2173309326171875;BUILT_MODEL;MathOptInterface.OPTIMAL;21.89310383796692;2.85;11.0;11.0;11;0.02952408790588379;21.922633171081543;21.922945106;false;0.20045238;22.127236291;0.18298198;./experiments_outputs/2021-06-10T02:37:09/jl_cEHveI
